userId,name,rating
975449,Hotline Miami,5
258531019,Team Fortress 2,1
124725852,8BitMMO,3
83975567,Watch_Dogs,5
92595907,Counter-Strike Global Offensive,1
132300630,ARK Survival Evolved,1
64023574,PlanetSide 2,1
143643478,Middle-earth Shadow of Mordor,2
17567828,Plague Inc Evolved,5
16080105,Counter-Strike,5
96400571,Five Nights at Freddy's,4
234455210,Counter-Strike Global Offensive,2
127272741,Geometry Wars Retro Evolved,2
156619742,Firefall,1
61834736,Counter-Strike Source,1
189272257,Dota 2,5
126522515,Tom Clancy's Ghost Recon Phantoms - NA,3
128025016,Sid Meier's Civilization Beyond Earth,4
64319625,Call of Duty Modern Warfare 2,1
46028967,Rust,1
112626210,RPG Maker VX Ace,1
30440303,Serious Sam HD The Second Encounter,1
91807066,Max Payne 3,5
299991818,Warframe,1
127325079,PAYDAY 2,1
12610800,Age of Wonders III,3
60859324,Batman Arkham Knight,5
95044091,Stronghold 3,3
253121356,PAYDAY 2,2
3449240,Frozen Synapse,2
78341587,Sid Meier's Civilization V,2
190060278,DiggerOnline,2
116876958,Star Wars Knights of the Old Republic,5
10302000,Football Manager 2014,5
174287424,PAYDAY 2,3
180501401,Train Simulator,1
100053304,PAYDAY The Heist,1
69009454,Counter-Strike Global Offensive,1
31669242,Portal 2,3
33013552,"Papers, Please",1
89523414,Clicker Heroes,3
16645459,POSTAL 2,1
182961604,Garry's Mod,3
31500407,Serious Sam HD The Second Encounter,1
101687527,Star Wars Jedi Knight Jedi Academy,3
242866088,Dragon Nest Europe,1
159800136,PAYDAY The Heist,2
35701646,resident evil 4 / biohazard 4,5
126191291,Guns of Icarus Online,5
125017535,Surgeon Simulator,4
46028967,Euro Truck Simulator 2,1
62878249,Metro 2033,5
202427012,NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,5
157391838,Counter-Strike Global Offensive,5
81591317,Sniper Elite V2,2
94851051,Team Fortress 2,1
101000574,Nosgoth,5
30912860,Sniper Elite V2,1
81439192,Sid Meier's Pirates!,2
214619754,Insurgency,1
23492094,Portal,1
65342306,Skullgirls Endless Beta,5
30425578,The Binding of Isaac,2
244908996,Five Nights at Freddy's,5
96588736,Infestation Survivor Stories,1
179936723,The Forest,1
133422169,War Inc. Battlezone,3
108591170,Team Fortress 2,1
53091150,Don't Starve Together Beta,1
153076975,Deus Ex Human Revolution - Director's Cut,5
23386002,Fallout 3,5
148362155,World of Guns Gun Disassembly,1
33013552,Euro Truck Simulator 2,1
186483761,Unturned,3
94120095,PAYDAY The Heist,2
19586574,Left 4 Dead 2,1
255526371,Dota 2,1
64973908,Portal 2,1
167202599,Magicka,5
76211030,Call of Duty Black Ops - Multiplayer,1
82156706,Garry's Mod,1
102263723,Baldur's Gate Enhanced Edition,1
65716118,Napoleon Total War,1
172105480,Super Meat Boy,5
99077905,Dota 2,5
164318687,The Forest,5
43913966,The Forest,1
23608098,Call of Duty Black Ops,4
64023574,Bully Scholarship Edition,5
55755821,Metro 2033,1
55367062,Need for Speed Hot Pursuit,1
166753156,RaceRoom Racing Experience ,5
229911,Half-Life 2 Lost Coast,2
117531196,Dirty Bomb,1
24469287,The Bureau XCOM Declassified,5
86469479,Supreme Commander 2,3
132300630,FTL Faster Than Light,1
66596291,Mount & Blade Warband,1
192949772,Sid Meier's Civilization V,3
13565651,Magic The Gathering - Duels of the Planeswalkers 2013,1
243664576,Time Clickers,1
246258933,No More Room in Hell,2
106834867,Counter-Strike Source,1
129117376,WAKFU,1
50229934,Deus Ex Human Revolution,5
6928806,Grand Theft Auto San Andreas,1
197455089,Dota 2,1
201187797,METAL GEAR SOLID V THE PHANTOM PAIN,5
32126281,SpeedRunners,5
116515230,Path of Exile,5
45974860,Borderlands 2,3
193103684,Mortal Online,3
108264287,Insurgency,1
154014392,Torchlight II,1
148932080,Dota 2,1
144824885,L.A. Noire,2
50811344,Counter-Strike,1
10599862,L.A. Noire,5
22301321,"Warhammer 40,000 Space Marine",1
245314153,Just Cause 2 Multiplayer Mod,1
26122540,Call of Duty Modern Warfare 2,5
187463594,Portal,5
73518199,Divinity Original Sin,5
9180659,Left 4 Dead 2,2
191507469,Dota 2,1
192503967,PAYDAY 2,1
176882096,Dota 2,1
39322716,Half-Life 2 Episode Two,4
124725852,Trove,1
10599862,NBA 2K15,5
11940338,Dark Souls Prepare to Die Edition,1
40212239,BioShock Infinite,5
213610494,Guns and Robots,1
100351493,Fallout 3,3
298950,Hotline Miami,5
133024750,War Thunder,1
159994178,Dirty Bomb,4
62990992,Castle Crashers,1
163930591,Call of Duty World at War,5
69009454,The Witcher 2 Assassins of Kings Enhanced Edition,1
159734412,Portal 2,5
71510748,Torchlight,1
101690993,Tomb Raider,5
49050405,Age of Empires II HD Edition,4
87907200,Borderlands 2,1
154730370,The Forest,2
34177747,Legend of Grimrock,5
63810706,Call of Duty Black Ops II - Multiplayer,5
38049880,Half-Life Opposing Force,5
158601180,Skullgirls,5
11403772,Mercenary Kings,4
101596530,Call of Duty 4 Modern Warfare,4
19430377,Counter-Strike,1
241834303,Dota 2,1
15196746,Borderlands 2,1
103260848,PAYDAY 2,5
108943853,Batman Arkham Knight,4
44314169,Far Cry 3,5
90541290,Age of Chivalry,3
15415372,Fallout New Vegas,5
206904972,Dead Island Epidemic,1
32467994,Blackguards,5
169851136,Dota 2,2
202700087,Insurgency,5
189441775,Warframe,1
68316900,Hitman Codename 47,5
37435998,PAYDAY 2,2
145060724,Dota 2,1
105384518,BeamNG.drive,5
34177747,Dishonored,5
10218563,Titan Quest,2
193245894,Dota 2,1
117531196,Goat Simulator,1
163432200,Game Dev Tycoon,5
68809194,Risen,1
200086626,Dota 2,5
76892907,Transformers War for Cybertron,1
219466457,PlanetSide 2,1
69009454,Fallout 3 - Game of the Year Edition,2
11403772,Terraria,1
167815968,Borderlands,1
204401529,METAL GEAR RISING REVENGEANCE,1
191747590,The Elder Scrolls V Skyrim,2
242242432,Unturned,2
42061089,Transformers Fall of Cybertron,2
120523185,Superbrothers Sword & Sworcery EP,4
131348564,Space Engineers,2
40212239,PlanetSide 2,5
118723066,BLOCKADE 3D,1
53898495,Game Dev Tycoon,3
19586574,Counter-Strike Condition Zero,1
20772968,Grand Theft Auto IV,5
48798067,Rome Total War,5
1936551,Legend of Grimrock,5
153823616,Metro Last Light,5
30440303,Duke Nukem 3D Megaton Edition,3
46785501,"Warhammer 40,000 Dawn of War II - Chaos Rising",1
235856211,Sins of a Dark Age,5
57770056,PAYDAY 2,2
26729643,Fallout 2,5
58345543,"Warhammer 40,000 Dawn of War II",3
255096684,Game of Thrones ,5
10253354,Spec Ops The Line,5
64787956,The Legend of Heroes Trails in the Sky,1
170485590,DmC Devil May Cry,2
107913460,Surgeon Simulator,1
150135487,Pid ,1
86469479,Space Pirates and Zombies,5
145825155,Counter-Strike Global Offensive,1
62633395,RAGE,1
193103684,Realm of the Mad God,1
127706455,Team Fortress 2,1
33622085,Far Cry 3,5
145927933,Left 4 Dead 2,4
96696864,Dishonored,5
38049880,Dota 2,2
54826284,Fallout 3 - Game of the Year Edition,1
245314153,Castle Crashers,4
70915652,Super Meat Boy,1
21061921,Counter-Strike Source,1
130312302,Burnout Paradise The Ultimate Box,5
90272527,Team Fortress 2,2
123734483,Devilian,1
199075040,Dota 2,1
138482130,Fallout 4,5
59050554,Battlefield Bad Company 2,1
12144171,Saints Row The Third,1
7907686,Team Fortress 2,1
7015471,Left 4 Dead,1
81170946,Rogue Legacy,2
112962796,Dota 2,1
107977716,The Walking Dead,3
59925638,Battlefield 2,1
56413349,Warframe,2
10599862,Call of Duty Black Ops II,3
103731895,AdVenture Capitalist,1
150137344,Trove,3
31668589,Day of Defeat Source,5
26027937,Toki Tori,3
211191233,Lego Harry Potter,5
187588985,Undertale,5
121865430,Full Mojo Rampage,3
33865373,Crysis Warhead,3
109486584,Dota 2,1
2531540,Call of Duty 4 Modern Warfare,5
19586574,Garry's Mod,1
194207397,Quake Live,1
215833301,Team Fortress 2,5
155919035,Mount & Blade Warband,1
36557643,Machinarium,5
22301321,Test Drive Unlimited 2,2
65398650,Costume Quest,3
69954842,Trine 2,5
151264009,Dota 2,1
115671217,Saints Row The Third,4
49228258,Bunch Of Heroes,3
132708032,Spec Ops The Line,5
67492611,Killing Floor Mod Defence Alliance 2,5
49342564,Company of Heroes (New Steam Version),5
184444733,Dota 2,1
64514291,The Ultimate DOOM,2
66596291,Grand Theft Auto San Andreas,1
192822732,Dota 2,1
143235127,Rust,1
205285563,Far Cry 3,5
117488479,Free to Play,5
150751526,FreeStyle2 Street Basketball,1
199659716,BLOCKADE 3D,5
205965436,Warframe,1
47384303,Sid Meier's Civilization V,2
150538933,Dota 2,5
102270213,The Mighty Quest For Epic Loot,5
155673786,BioShock 2,5
206308003,Robocraft,1
159428605,The Incredible Adventures of Van Helsing,1
232037254,Marvel Heroes 2015,1
196231194,Eldevin,2
36557643,Dota 2,4
33807030,Half-Life 2,1
102825821,Terraria,1
91859894,Clicker Heroes,5
24721232,Day of Defeat Source,1
30912860,Crayon Physics Deluxe,5
11373749,The Elder Scrolls III Morrowind,5
215255305,Dota 2,1
123625432,Dota 2,1
12610800,Dark Souls Prepare to Die Edition,5
79017735,War Thunder,1
166863117,Counter-Strike Nexon Zombies,2
196498799,Quake Live,5
88659639,SMITE,5
86469479,Saints Row The Third,5
39798081,Counter-Strike,5
118852041,Sid Meier's Civilization V,1
119310413,Cry of Fear,5
50769696,Football Manager 2009,4
144071257,Rust,1
54826284,BioShock Infinite,1
173717751,Dota 2,5
74161590,BioShock 2,4
199466958,Dota 2,1
65398650,Tom Clancy's Splinter Cell Conviction,2
82263745,Age of Empires II HD Edition,2
92276000,Baldur's Gate Enhanced Edition,1
83770731,Sid Meier's Civilization V,1
60296891,Archeblade,2
50818751,R.U.S.E,5
13190476,Trine 2,5
130547869,7 Days to Die,5
131973876,Dungeon Defenders II,5
160928826,Plants vs. Zombies Game of the Year,1
93275329,L.A. Noire,1
33071192,Empire Total War,1
36546868,Batman Arkham Origins,1
122492047,Football Manager 2015,1
49893565,"Warhammer 40,000 Dawn of War  Dark Crusade",2
163140792,Test Drive Unlimited 2,1
50229934,XCOM Enemy Unknown,5
85458882,Don't Starve Together Beta,5
135879753,DayZ,1
113794086,Alien Swarm,1
79243080,Hotline Miami,1
111362598,Team Fortress 2,1
198314976,theHunter,1
298950,Max Payne 3,1
205285563,Age of Empires III Complete Collection,1
173899197,Garry's Mod,1
171965445,WARMODE,4
50700418,Warhammer End Times - Vermintide,1
224754050,Counter-Strike Nexon Zombies,4
134224287,Unturned,5
157070205,Dota 2,1
84471496,Counter-Strike Global Offensive,5
53875128,Batman Arkham City GOTY,5
59536273,Max Payne 3,1
153076975,Counter-Strike,1
46055854,Call of Duty Ghosts,5
88248085,Arma 2,1
102825821,McPixel,1
136668535,Dota 2,1
179267280,Dota 2,1
45292137,Grand Theft Auto V,3
62990992,Sniper Elite V2,5
190900804,Worms Reloaded,3
172518437,Arma 2 Operation Arrowhead,4
92393218,Tomb Raider I,1
59005471,Plants vs. Zombies Game of the Year,3
55906572,Arma 2 Operation Arrowhead,5
107818793,The Forest,1
205058166,Garry's Mod,1
33865373,Mirror's Edge,5
32126281,Europa Universalis IV,5
103260848,Counter-Strike Source,3
105384518,Supreme Commander 2,3
141037251,Dota 2,1
78671103,Dota 2,1
238808025,Stronghold Crusader HD,3
11373749,BioShock,5
237810083,Unturned,1
291447290,Car Mechanic Simulator 2015,5
37766583,DayZ,5
47384303,StarDrive,5
64350600,Unturned,4
189304702,Gotham City Impostors Free To Play,1
28472068,BioShock Infinite,1
101878879,The Witcher 2 Assassins of Kings Enhanced Edition,5
94670160,Grand Theft Auto IV,1
131444737,Team Fortress 2,3
52038938,Sid Meier's Civilization V,2
61772065,Call of Duty Modern Warfare 2 - Multiplayer,5
105503045,Five Nights at Freddy's,3
145825155,Euro Truck Simulator 2,5
84455820,Starbound,5
252811208,F.E.A.R.,1
49893565,Bastion,3
307186538,Dota 2,1
283872900,Clicker Heroes,5
8542204,The Binding of Isaac Rebirth,1
53875128,Prototype,5
282923824,Dota 2,1
9563573,Dirty Bomb,1
51941260,"Warhammer 40,000 Dawn of War II",1
128925610,AirMech,1
78341587,Goat Simulator,3
63157803,Global Agenda,5
122551425,Borderlands 2,2
14465359,Dead Island,1
82432677,Infestation Survivor Stories,1
93189271,Call of Duty Black Ops,5
150751526,Codename Gordon,3
108454875,Banished,1
59115473,Borderlands 2,2
193471217,Dota 2,1
161383225,Brick-Force,4
216849769,Farming Simulator 15,4
197652539,Counter-Strike Global Offensive,1
12195913,Lost Planet Extreme Condition,5
61389725,Call of Duty Modern Warfare 2 - Multiplayer,5
48798067,Unturned,2
126388107,Left 4 Dead 2,1
11403772,Arma 2 Operation Arrowhead,1
117531196,Shadowrun Dragonfall - Director's Cut,1
48175931,TERA,5
179347474,Warframe,1
23883383,Day of Defeat Source,1
122026623,Remember Me,5
256819019,Unturned,5
9128105,Dishonored,3
87040683,Grand Theft Auto V,5
55367062,Giana Sisters Twisted Dreams,2
64787956,Duke Nukem 3D Megaton Edition,2
53875128,Unepic,1
115996656,Portal 2,4
162649407,Counter-Strike,1
166669789,Primal Carnage,5
174226719,Fallen Earth,1
86256882,Bastion,5
101725007,Rust,4
232048969,Rise of Incarnates,3
121497634,Left 4 Dead 2,5
34177747,Deponia,5
103804924,Sniper Ghost Warrior 2,1
259603495,Team Fortress 2,5
101602586,Magicka 2,3
124712421,Amnesia The Dark Descent,5
29302014,Infestation Survivor Stories,2
76296787,Portal,3
96400571,"Cook, Serve, Delicious!",1
11403772,Trine 2,2
73481131,Left 4 Dead 2,5
66508737,Trine 2,5
36546868,Osmos,5
33282871,BioShock Infinite,2
49893565,Sanctum,5
195750181,Unturned,5
303010440,Warframe,1
65398650,ORION Prelude,1
98314911,Pinball Arcade,4
132300630,Don't Starve,1
284165884,Dota 2,1
133422169,Spintires,4
42928788,Insurgency Modern Infantry Combat,1
196595568,Loadout,4
49050405,Crysis 2 Maximum Edition,3
61772065,Portal,3
22301321,Deus Ex Human Revolution,2
32818456,Counter-Strike Source,1
150995572,Terraria,5
128135136,RACE 07,5
20772968,Zombie Panic Source,1
191576449,Warframe,5
93275329,Just Cause 2,4
43936108,Saints Row 2,1
203238341,Dota 2,1
197966478,FreeStyle2 Street Basketball,5
105384518,Gratuitous Space Battles,5
23225650,Dota 2,1
159371621,Borderlands 2,1
86332470,L.A. Noire,5
153076975,Just Cause 2,1
216025815,Borderlands 2,4
24469287,Dark Souls Prepare to Die Edition,5
29302014,Dead Island Epidemic,5
75134679,Call of Duty Modern Warfare 3 - Multiplayer,4
131940023,GunZ 2 The Second Duel,5
150909485,BioShock 2,5
26802825,Dark Messiah of Might & Magic Single Player,5
88775181,Garry's Mod,2
99171164,Team Fortress 2,3
87907200,The Witcher 2 Assassins of Kings Enhanced Edition,5
118693973,Terraria,3
234950941,Warframe,1
108264287,Terraria,3
23672423,Team Fortress 2,5
48666962,Zombie Panic Source,1
185526289,Team Fortress 2,1
156675178,BioShock Infinite,5
50553129,Crusader Kings II,5
20772968,Fallout 2,5
87071236,Portal 2,5
170460109,Elsword,2
26762388,Half-Life 2 Episode One,2
131348564,Risk of Rain,2
148510973,Middle-earth Shadow of Mordor,5
192703190,Tom Clancy's Ghost Recon Phantoms - NA,1
71527252,SOMA,5
58345543,Dead Space,2
74772820,Crysis Warhead,5
116564064,Rust,1
96556535,The Forest,4
136135322,Botanicula,5
31669242,Worms Revolution,5
23608098,Call of Duty Black Ops II - Multiplayer,1
100916842,Call of Duty Modern Warfare 2,5
64023574,Rust,1
51822361,Mark of the Ninja,5
99083518,Dragon Age Origins - Ultimate Edition,4
103260848,Medal of Honor Airborne,5
122798021,Verdun,1
17567828,Moonbase Alpha,3
48798067,Evolve,3
239646878,Counter-Strike Global Offensive,1
33013552,Elite Dangerous,1
86338111,Poker Night 2,5
101530848,Gear Up,2
117531196,Tropico 4,1
193156880,Chivalry Medieval Warfare,1
186011357,Dota 2,2
58724834,Heroes & Generals,1
58431944,Path of Exile,2
115487966,Day of Defeat,1
212082446,Dota 2,1
2259650,Battlefield Bad Company 2,1
101695880,Serious Sam HD The First Encounter,2
63965791,Age of Empires II HD Edition,2
561758,Darkest Hour Europe '44-'45,1
220561138,Dead Island Epidemic,1
20200395,Killing Floor,3
68224834,GRID Autosport,5
46028967,STAR WARS Knights of the Old Republic II The Sith Lords,1
58057627,Call of Duty Modern Warfare 3 - Multiplayer,1
60296891,Borderlands 2,5
48028873,Age of Empires II HD Edition,4
94161846,ORION Prelude,1
24721232,Blocks That Matter,5
82436907,Block N Load,4
113268833,Portal 2,5
105384518,Unturned,3
44472980,Hammerwatch,5
298950,Insurgency,1
135066372,Test Drive Unlimited 2,5
66255019,The Stanley Parable,4
14465359,Portal 2,5
141873792,Unturned,2
148362155,Counter-Strike Source,3
110928152,Dota 2,1
73564778,Need for Speed Hot Pursuit,1
179404476,Realm of the Mad God,1
81170946,Amnesia The Dark Descent,1
96607408,Left 4 Dead 2,1
104470331,Team Fortress 2,1
226212066,Survarium,1
287778652,Grand Theft Auto V,1
64319625,Team Fortress 2,1
70778973,Rome Total War,5
87424218,Toki Tori,5
62990992,Crysis 2 Maximum Edition,1
50818751,Counter-Strike Source,1
82263745,Amnesia The Dark Descent,1
155071993,Arma 3,1
14465359,Door Kickers,5
135400225,Grand Theft Auto IV,3
33865373,Team Fortress 2,5
145117004,Robocraft,5
59825286,PAYDAY 2,1
166926880,Dota 2,1
57368001,Warframe,5
86182317,Alien Isolation,4
204401529,Dota 2,2
189441775,Robocraft,2
59925638,Game Dev Tycoon,5
48666962,Rust,1
58893462,Counter-Strike Global Offensive,2
164805863,Age of Wonders III,1
8776918,Mass Effect,1
561758,Call of Duty Ghosts - Multiplayer,3
59925638,Far Cry,5
174287424,Warframe,1
32577778,DiRT Rally,3
140700995,Time Clickers,5
174204642,Grand Theft Auto V,5
14962163,Team Fortress 2,1
135554311,Dota 2,1
113260911,Football Manager 2014,4
49893565,Metro 2033,1
36502549,Sid Meier's Civilization IV Beyond the Sword,5
127344335,POSTAL 2,1
226212066,AdVenture Capitalist,1
96588736,Broforce,1
161384593,Fallen Earth,1
173749431,Dota 2,3
122026623,"Warhammer 40,000 Dawn of War  Dark Crusade",4
153821154,Batman Arkham Asylum GOTY Edition,5
39037163,Spore Galactic Adventures,5
174021956,Dota 2,1
244269423,Dota 2,1
60296891,The Swapper,5
71510748,Shatter,1
11373749,Hydrophobia Prophecy,1
56333620,Just Cause 2,4
92322563,The Elder Scrolls V Skyrim,3
143235127,Goat Simulator,1
96400571,Planetary Annihilation,3
71390526,Sid Meier's Civilization III Complete,1
170382539,Left 4 Dead,1
81943620,Mass Effect 2,1
127335438,The Plan,5
101731521,Grand Theft Auto Vice City,1
26808868,Call of Duty 4 Modern Warfare,1
554278,Call of Duty Black Ops II,1
61676491,Sanctum 2,1
217779981,Super Monday Night Combat,1
35864169,Amnesia The Dark Descent,5
159800136,Brawlhalla,5
90272527,Trove,5
561758,Call of Duty Black Ops II - Multiplayer,3
136791084,Universe Sandbox,5
16084897,Mafia II,5
133234931,Gotham City Impostors Free To Play,1
60611062,Insurgency Modern Infantry Combat,1
189129966,Heroes & Generals,1
14544587,Fractured Space,5
100741663,Star Wars Republic Commando,4
19696244,BioShock Infinite,5
71411882,RaceRoom Racing Experience ,1
138941587,Terraria,5
51300149,Omerta - City of Gangsters,4
153633636,Batman Arkham Origins,5
125589748,Garry's Mod,1
60706503,Batman Arkham Asylum GOTY Edition,1
35701646,The Walking Dead Season Two,4
242781058,Team Fortress 2,1
138941587,X-Blades,5
101596530,Call of Duty Modern Warfare 3,5
88775181,Robocraft,5
159211669,Age of Wonders III,1
49342564,Planetary Annihilation,1
282464648,Counter-Strike Nexon Zombies,5
218668551,Dota 2,1
122679931,Ace of Spades,5
187877855,Unturned,5
95181268,Robocraft,1
126595775,Assassin's Creed IV Black Flag,5
51557405,DC Universe Online,1
81556495,Amnesia The Dark Descent,5
6717871,DiRT 2,2
11373749,Just Cause 2 Multiplayer Mod,1
74157312,Sid Meier's Civilization V,1
12860805,Deus Ex Human Revolution,1
24366790,Prison Architect,5
92914917,POSTAL 2,3
156379077,Fable - The Lost Chapters,1
59662830,Stronghold Crusader HD,5
69009454,Saints Row The Third,5
27117407,Counter-Strike Global Offensive,1
65229865,Sid Meier's Civilization V,1
111754806,The Ship Tutorial,4
163930591,H1Z1,3
131876863,Aura Kingdom,1
53091150,Hard Reset,1
168732483,BLOCKADE 3D,1
80189887,South Park The Stick of Truth,3
279122638,Archeblade,1
165101762,Warface,4
245352892,Dota 2,1
161663718,Robocraft,1
57226729,Call of Duty Black Ops - Multiplayer,1
150033540,Magicka,2
975449,Command and Conquer Red Alert 3 - Uprising,1
11403772,Dead Bits,5
71510748,Just Cause 2,3
168244631,Dirty Bomb,1
131377772,Call of Duty Black Ops II - Multiplayer,4
22371742,Battlefield Bad Company 2,1
145243748,Star Wars - Battlefront II,5
39037163,The Forest,1
163712958,Borderlands The Pre-Sequel,5
36404933,McPixel,3
161816812,Call of Duty Advanced Warfare - Multiplayer,1
14544587,Sins of a Solar Empire Rebellion,5
24469287,The Incredible Adventures of Van Helsing,1
937567,Day of Defeat Source,1
202894728,The Way of Life Free Edition,5
83770731,"Warhammer 40,000 Dawn of War - Game of the Year Edition",1
80189887,War Thunder,5
102825821,Torchlight II,2
233424343,TERA,5
238410719,The Elder Scrolls V Skyrim,1
92107940,7 Days to Die,5
54293428,This War of Mine,5
11978743,Call of Duty Modern Warfare 2,2
54637394,Oddworld Abe's Oddysee,5
205479294,Anomaly Warzone Earth,4
39334748,Counter-Strike Global Offensive,1
29537499,Call of Duty Modern Warfare 2 - Multiplayer,3
209917929,Marvel Heroes 2015,1
106796307,Killing Floor,1
34901647,Unturned,1
282974048,Dota 2,1
76046711,Zombie Panic Source,2
64392327,Sid Meier's Civilization V,3
34919318,Euro Truck Simulator 2,4
82385352,Batman Arkham Origins,4
38317154,Cry of Fear,2
262861632,Creativerse,2
117531196,Terraria,5
94962660,Team Fortress 2,1
94936385,Hitman Absolution,1
73721802,Killing Floor,1
122658341,Hotline Miami,5
80494893,Dota 2,5
209219032,Unturned,1
1950243,Rocket League,1
77214425,Hitman Sniper Challenge,1
155673786,Dota 2,5
111795034,Dota 2,5
196595568,Five Nights at Freddy's 2,5
45353031,FTL Faster Than Light,3
57905818,Dota 2,1
68809194,Arma 2 Operation Arrowhead Beta (Obsolete),1
79073449,Star Wars Knights of the Old Republic,5
27403206,Call of Duty Black Ops II,1
62990992,Sanctum 2,2
124725852,Goat Simulator,2
231255153,Heroes & Generals,1
24632218,"Papers, Please",5
50229934,Counter-Strike Global Offensive,1
8776918,Call of Duty Black Ops - Multiplayer,5
186193491,Unturned,5
70915652,Torchlight,1
239794225,Robocraft,4
85458882,Portal,5
75240572,Call of Duty Black Ops - Multiplayer,5
54637394,Half-Life 2 Lost Coast,2
205285563,Counter-Strike,1
102465357,PAYDAY 2,4
33865373,DLC Quest,5
28997716,Audiosurf,5
132418423,Grand Theft Auto IV,1
175263669,Heroes & Generals,2
192645567,Counter-Strike Nexon Zombies,1
122026623,Metro 2033 Redux,5
130369238,Call of Duty Advanced Warfare,5
249165768,Counter-Strike Source,1
47384202,Legend of Grimrock,3
129114153,Counter-Strike Global Offensive,1
118792304,Call of Duty Modern Warfare 3 - Multiplayer,5
152078939,Saints Row The Third,2
82847127,BRINK,4
52907921,Dungeon Defenders II,1
25966326,Counter-Strike Condition Zero,1
142775542,The Witcher 3 Wild Hunt,5
88883891,Team Fortress 2,2
144505477,Dota 2,1
154730370,The Mighty Quest For Epic Loot,5
24469287,Alpha Protocol,2
81054122,Football Manager 2013,5
127220350,Geometry Dash,5
65342306,Alien Swarm,5
975449,Max Payne 3,4
161896440,Batman Arkham Knight,5
158173228,Arma 3,5
111163130,Tribes Ascend,5
148362155,Left 4 Dead,4
130280718,PAYDAY 2,2
15221799,Dota 2,5
14126086,Tales from the Borderlands,4
65342306,Strider,5
92276000,Terraria,5
19668647,Empire Total War,1
87341384,Darksiders II,5
7094039,Counter-Strike Condition Zero,1
170485590,Call of Duty Black Ops II - Multiplayer,2
44472980,Portal,5
9128105,Spec Ops The Line,1
174923254,Guns and Robots,1
130312302,BioShock Infinite,4
116564064,The Incredible Adventures of Van Helsing,1
92788681,Call of Duty Modern Warfare 3,1
73453691,Football Manager 2012,4
128430362,Counter-Strike Nexon Zombies,1
293691139,Gotham City Impostors Free To Play,1
105503045,Sniper Ghost Warrior 2,1
118852041,Reign Of Kings,2
49228258,Call of Duty Black Ops II - Zombies,5
233424343,Counter-Strike Global Offensive,1
17530772,The Forest,2
106259770,Racer 8,3
248549548,Torchlight,2
56198811,Call of Duty Modern Warfare 2,1
124462762,King Arthur - The Role-playing Wargame,1
167815968,The Elder Scrolls V Skyrim,1
64023574,Football Manager 2014,1
186642906,Aftermath,3
82385352,Star Wars Jedi Knight Jedi Academy,5
185914106,The Mighty Quest For Epic Loot,1
103260848,Eternal Silence,2
74764496,Call of Duty Black Ops - Multiplayer,1
213610494,Gear Up,3
209869297,Hitman Sniper Challenge,1
289573026,Warframe,1
159277759,Star Trek Online,2
86466985,Crusader Kings II,5
100630947,FreeStyle2 Street Basketball,2
245046657,Zombie Panic Source,1
116617462,Grand Theft Auto III,1
122332010,Marvel Heroes 2015,1
86338111,Garry's Mod,5
24721232,Half-Life 2 Episode Two,3
288274882,Creativerse,1
58761868,Sunless Sea,5
128570709,R.U.S.E,5
133231400,Dota 2,1
7431946,Magic 2015,1
21539893,LEGO MARVEL Super Heroes,1
24469287,Kingdom Wars,1
163712958,Realm of the Mad God,1
112199961,Borderlands The Pre-Sequel,5
58794630,Counter-Strike Source,1
26808868,Napoleon Total War,1
118541865,Anomaly Warzone Earth,4
112986636,Cities Skylines,5
52863875,Half-Life 2 Deathmatch,1
266479412,World of Guns Gun Disassembly,3
42928788,Dungeon Defenders II,1
230739567,Dota 2,1
44545959,Trine 2,5
113752996,Beat Hazard,5
138725344,Castle Crashers,1
187463594,Dead Island Riptide,5
35864169,Grand Theft Auto III,1
155919035,The Guild II,1
17530772,Red Faction Armageddon,1
124059151,Fallout New Vegas,1
295479185,Unturned,5
90786657,Football Manager 2013,5
60217594,Path of Exile,2
81585721,Poker Night 2,5
86055705,Toribash,3
27169419,Batman Arkham Asylum GOTY Edition,4
44314169,The Witcher 2 Assassins of Kings Enhanced Edition,5
191637518,Unturned,2
163281091,Saints Row The Third,5
224070533,Nuclear Dawn,4
103638409,Loadout,5
91293844,How to Survive,2
166590150,Dota 2,1
124556386,Call of Duty Black Ops III,5
163617342,Heroes & Generals,2
13190476,Dishonored,5
34919318,Portal 2,2
205278025,Dota 2,1
48028873,Tabletop Simulator,4
261067712,No More Room in Hell,1
65145468,Empire Total War,2
173453295,Echo of Soul,5
86182317,Batman Arkham City GOTY,5
60859324,The Elder Scrolls V Skyrim,2
67694595,Game Dev Tycoon,5
77980915,Portal 2,1
304353788,Team Fortress 2,1
82263745,Infinite Crisis,1
163162333,Realm of the Mad God,1
161411713,Train Simulator,5
95037089,Test Drive Unlimited 2,1
116876958,Dishonored (RU),2
215160630,Clicker Heroes,5
43160799,Far Cry 4,5
47291376,Portal,2
11149819,Magicka,5
95898619,Hitman 2 Silent Assassin,5
156565178,The Witcher 2 Assassins of Kings Enhanced Edition,1
58640737,Call of Duty Modern Warfare 3,5
118554131,The Elder Scrolls V Skyrim,5
201265166,Don't Starve Together Beta,1
187588985,FINAL FANTASY XIII,1
61779218,War Thunder,4
200673341,Fuse,1
89523414,The Witcher 2 Assassins of Kings Enhanced Edition,1
118554131,Insurgency Modern Infantry Combat,5
